"","x"
"6509","CD4+ T-cells"
"6510","CD8+ T-cells"
"6511","CD8+ T-cells"
"6512","CD8+ T-cells"
"6513","CD4+ T-cells"
"6514","CD4+ T-cells"
"6515","Monocytes"
"6516","Monocytes"
"6517","Monocytes"
"6518","Monocytes"
"6519","CD8+ T-cells"
"6520","CD8+ T-cells"
"6521","Monocytes"
"6522","Monocytes"
"6523","CD8+ T-cells"
"6524","CD8+ T-cells"
"6525","NK cells"
"6526","CD8+ T-cells"
"6527","B-cells"
"6528","NK cells"
"6529","Monocytes"
"6530","B-cells"
"6531","NK cells"
"6532","B-cells"
"6533","CD4+ T-cells"
"6534","Monocytes"
"6535","CD8+ T-cells"
"6536","CD4+ T-cells"
"6537","B-cells"
"6538","CD4+ T-cells"
"6539","CD8+ T-cells"
"6540","NK cells"
"6541","Monocytes"
"6542","CD8+ T-cells"
"6543","CD8+ T-cells"
"6544","Monocytes"
"6545","CD4+ T-cells"
"6546","CD8+ T-cells"
"6547","CD4+ T-cells"
"6548","Monocytes"
"6549","B-cells"
"6550","CD4+ T-cells"
"6551","Monocytes"
"6552","Monocytes"
"6553","Monocytes"
"6554","CD8+ T-cells"
"6555","CD8+ T-cells"
"6556","Monocytes"
"6557","CD8+ T-cells"
"6558","B-cells"
"6559","Monocytes"
"6560","Monocytes"
"6561","CD4+ T-cells"
"6562","Monocytes"
"6563","CD4+ T-cells"
"6564","B-cells"
"6565","CD4+ T-cells"
"6566","Monocytes"
"6567","Monocytes"
"6568","Monocytes"
"6569","CD8+ T-cells"
"6570","CD8+ T-cells"
"6571","CD4+ T-cells"
"6572","CD8+ T-cells"
"6573","NK cells"
"6574","Monocytes"
"6575","B-cells"
"6576","NK cells"
"6577","Monocytes"
"6578","CD8+ T-cells"
"6579","Monocytes"
"6580","NK cells"
"6581","Monocytes"
"6582","Monocytes"
"6583","Monocytes"
"6584","Monocytes"
"6585","CD4+ T-cells"
"6586","CD8+ T-cells"
"6587","Monocytes"
"6588","CD8+ T-cells"
"6589","HSC"
"6590","Monocytes"
"6591","Monocytes"
"6592","CD8+ T-cells"
"6593","CD4+ T-cells"
"6594","B-cells"
"6595","CD4+ T-cells"
"6596","CD8+ T-cells"
"6597","B-cells"
"6598","CD8+ T-cells"
"6599","B-cells"
"6600","CD4+ T-cells"
"6601","B-cells"
"6602","CD4+ T-cells"
"6603","CD4+ T-cells"
"6604","B-cells"
"6605","Monocytes"
"6606","Monocytes"
"6607","B-cells"
"6608","Monocytes"
"6609","CD8+ T-cells"
"6610","NK cells"
"6611","CD8+ T-cells"
"6612","CD8+ T-cells"
"6613","CD8+ T-cells"
"6614","CD4+ T-cells"
"6615","CD4+ T-cells"
"6616","CD4+ T-cells"
"6617","CD8+ T-cells"
"6618","CD4+ T-cells"
"6619","CD4+ T-cells"
"6620","CD8+ T-cells"
"6621","CD8+ T-cells"
"6622","Monocytes"
"6623","CD8+ T-cells"
"6624","CD4+ T-cells"
"6625","Monocytes"
"6626","NK cells"
"6627","CD4+ T-cells"
"6628","CD8+ T-cells"
"6629","CD4+ T-cells"
"6630","B-cells"
"6631","CD8+ T-cells"
"6632","B-cells"
"6633","CD8+ T-cells"
"6634","CD4+ T-cells"
"6635","CD8+ T-cells"
"6636","CD8+ T-cells"
"6637","CD8+ T-cells"
"6638","HSC"
"6639","CD4+ T-cells"
"6640","Monocytes"
"6641","B-cells"
"6642","NK cells"
"6643","CD8+ T-cells"
"6644","NK cells"
"6645","Monocytes"
"6646","CD8+ T-cells"
"6647","B-cells"
"6648","B-cells"
"6649","Monocytes"
"6650","B-cells"
"6651","CD8+ T-cells"
"6652","CD8+ T-cells"
"6653","Monocytes"
"6654","Monocytes"
"6655","CD8+ T-cells"
"6656","CD4+ T-cells"
"6657","CD4+ T-cells"
"6658","Monocytes"
"6659","Monocytes"
"6660","B-cells"
"6661","Monocytes"
"6662","CD8+ T-cells"
"6663","CD8+ T-cells"
"6664","CD4+ T-cells"
"6665","CD8+ T-cells"
"6666","Monocytes"
"6667","CD4+ T-cells"
"6668","CD8+ T-cells"
"6669","CD8+ T-cells"
"6670","CD8+ T-cells"
"6671","CD8+ T-cells"
"6672","Monocytes"
"6673","B-cells"
"6674","CD8+ T-cells"
"6675","CD8+ T-cells"
"6676","CD4+ T-cells"
"6677","B-cells"
"6678","CD8+ T-cells"
"6679","CD8+ T-cells"
"6680","CD8+ T-cells"
"6681","CD8+ T-cells"
"6682","CD4+ T-cells"
"6683","NK cells"
"6684","NK cells"
"6685","CD8+ T-cells"
"6686","CD8+ T-cells"
"6687","CD8+ T-cells"
"6688","CD4+ T-cells"
"6689","CD8+ T-cells"
"6690","CD8+ T-cells"
"6691","CD8+ T-cells"
"6692","B-cells"
"6693","B-cells"
"6694","CD8+ T-cells"
"6695","Monocytes"
"6696","CD8+ T-cells"
"6697","CD4+ T-cells"
"6698","CD8+ T-cells"
"6699","B-cells"
"6700","CD8+ T-cells"
"6701","Monocytes"
"6702","CD8+ T-cells"
"6703","CD8+ T-cells"
"6704","CD4+ T-cells"
"6705","Monocytes"
"6706","Monocytes"
"6707","CD8+ T-cells"
"6708","CD8+ T-cells"
"6709","CD8+ T-cells"
"6710","CD8+ T-cells"
"6711","B-cells"
"6712","CD8+ T-cells"
"6713","CD8+ T-cells"
"6714","B-cells"
"6715","Monocytes"
"6716","CD8+ T-cells"
"6717","CD8+ T-cells"
"6718","CD4+ T-cells"
"6719","CD8+ T-cells"
"6720","CD8+ T-cells"
"6721","Monocytes"
"6722","CD8+ T-cells"
"6723","CD8+ T-cells"
"6724","CD4+ T-cells"
"6725","CD4+ T-cells"
"6726","Monocytes"
"6727","CD8+ T-cells"
"6728","CD4+ T-cells"
"6729","CD8+ T-cells"
"6730","CD8+ T-cells"
"6731","Monocytes"
"6732","Monocytes"
"6733","Monocytes"
"6734","CD4+ T-cells"
"6735","CD8+ T-cells"
"6736","CD4+ T-cells"
"6737","CD4+ T-cells"
"6738","CD8+ T-cells"
"6739","CD4+ T-cells"
"6740","CD4+ T-cells"
"6741","CD8+ T-cells"
"6742","Monocytes"
"6743","Monocytes"
"6744","B-cells"
"6745","Monocytes"
"6746","Monocytes"
"6747","Monocytes"
"6748","Monocytes"
"6749","Monocytes"
"6750","Monocytes"
"6751","CD4+ T-cells"
"6752","CD8+ T-cells"
"6753","Monocytes"
"6754","CD8+ T-cells"
"6755","Monocytes"
"6756","CD8+ T-cells"
"6757","CD8+ T-cells"
"6758","B-cells"
"6759","B-cells"
"6760","CD8+ T-cells"
"6761","NK cells"
"6762","CD4+ T-cells"
"6763","CD8+ T-cells"
"6764","CD8+ T-cells"
"6765","CD4+ T-cells"
"6766","NK cells"
"6767","B-cells"
"6768","Monocytes"
"6769","B-cells"
"6770","Monocytes"
"6771","Monocytes"
"6772","CD4+ T-cells"
"6773","CD8+ T-cells"
"6774","CD4+ T-cells"
"6775","Monocytes"
"6776","CD8+ T-cells"
"6777","CD4+ T-cells"
"6778","Monocytes"
"6779","Monocytes"
"6780","Monocytes"
"6781","CD8+ T-cells"
"6782","CD8+ T-cells"
"6783","CD4+ T-cells"
"6784","Monocytes"
"6785","Monocytes"
"6786","B-cells"
"6787","B-cells"
"6788","CD8+ T-cells"
"6789","B-cells"
"6790","CD4+ T-cells"
"6791","CD4+ T-cells"
"6792","CD8+ T-cells"
"6793","CD4+ T-cells"
"6794","Monocytes"
"6795","CD8+ T-cells"
"6796","CD8+ T-cells"
"6797","Monocytes"
"6798","Monocytes"
"6799","B-cells"
"6800","CD4+ T-cells"
"6801","Monocytes"
"6802","CD8+ T-cells"
"6803","NK cells"
"6804","CD8+ T-cells"
"6805","Monocytes"
"6806","CD4+ T-cells"
"6807","Monocytes"
"6808","B-cells"
"6809","CD4+ T-cells"
"6810","CD8+ T-cells"
"6811","Monocytes"
"6812","B-cells"
"6813","Monocytes"
"6814","CD4+ T-cells"
"6815","CD8+ T-cells"
"6816","CD8+ T-cells"
"6817","CD8+ T-cells"
"6818","CD8+ T-cells"
"6819","Monocytes"
"6820","Monocytes"
"6821","CD8+ T-cells"
"6822","CD8+ T-cells"
"6823","CD4+ T-cells"
"6824","Monocytes"
"6825","B-cells"
"6826","Monocytes"
"6827","Monocytes"
"6828","Monocytes"
"6829","CD8+ T-cells"
"6830","CD8+ T-cells"
"6831","CD8+ T-cells"
"6832","CD4+ T-cells"
"6833","NK cells"
"6834","B-cells"
"6835","CD8+ T-cells"
"6836","CD4+ T-cells"
"6837","Monocytes"
"6838","CD8+ T-cells"
"6839","CD4+ T-cells"
"6840","CD8+ T-cells"
"6841","B-cells"
"6842","CD8+ T-cells"
"6843","CD8+ T-cells"
"6844","CD4+ T-cells"
"6845","CD8+ T-cells"
"6846","Monocytes"
"6847","Monocytes"
"6848","CD4+ T-cells"
"6849","NK cells"
"6850","CD8+ T-cells"
"6851","CD4+ T-cells"
"6852","CD8+ T-cells"
"6853","Monocytes"
"6854","CD4+ T-cells"
"6855","B-cells"
"6856","Monocytes"
"6857","B-cells"
"6858","CD4+ T-cells"
"6859","B-cells"
"6860","NK cells"
"6861","Monocytes"
"6862","Monocytes"
"6863","CD8+ T-cells"
"6864","CD4+ T-cells"
"6865","B-cells"
"6866","CD8+ T-cells"
"6867","CD4+ T-cells"
"6868","CD8+ T-cells"
"6869","Monocytes"
"6870","CD4+ T-cells"
"6871","NK cells"
"6872","CD4+ T-cells"
"6873","CD8+ T-cells"
"6874","Monocytes"
"6875","CD8+ T-cells"
"6876","CD4+ T-cells"
"6877","CD8+ T-cells"
"6878","B-cells"
"6879","CD8+ T-cells"
"6880","CD8+ T-cells"
"6881","B-cells"
"6882","CD4+ T-cells"
"6883","Monocytes"
"6884","Monocytes"
"6885","B-cells"
"6886","CD8+ T-cells"
"6887","CD8+ T-cells"
"6888","CD8+ T-cells"
"6889","Monocytes"
"6890","B-cells"
"6891","CD8+ T-cells"
"6892","CD8+ T-cells"
"6893","B-cells"
"6894","B-cells"
"6895","Monocytes"
"6896","CD4+ T-cells"
"6897",NA
"6898","CD4+ T-cells"
"6899","CD8+ T-cells"
"6900","Monocytes"
"6901","CD8+ T-cells"
"6902","CD4+ T-cells"
"6903","CD4+ T-cells"
"6904","B-cells"
"6905","Monocytes"
"6906","NK cells"
"6907","B-cells"
"6908","CD8+ T-cells"
"6909","Monocytes"
"6910","B-cells"
"6911","CD8+ T-cells"
"6912","CD8+ T-cells"
"6913","Monocytes"
"6914","CD8+ T-cells"
"6915","CD8+ T-cells"
"6916","Monocytes"
"6917","CD4+ T-cells"
"6918","Monocytes"
"6919","CD4+ T-cells"
"6920","CD8+ T-cells"
"6921","CD8+ T-cells"
"6922","CD4+ T-cells"
"6923","CD8+ T-cells"
"6924","CD8+ T-cells"
"6925","CD8+ T-cells"
"6926","CD8+ T-cells"
"6927","Monocytes"
"6928","CD4+ T-cells"
"6929","CD4+ T-cells"
"6930","CD8+ T-cells"
"6931","Monocytes"
"6932","CD4+ T-cells"
"6933","CD8+ T-cells"
"6934","CD4+ T-cells"
"6935","CD8+ T-cells"
"6936","CD4+ T-cells"
"6937","CD8+ T-cells"
"6938","CD8+ T-cells"
"6939","Monocytes"
"6940","Monocytes"
"6941","CD8+ T-cells"
"6942","CD8+ T-cells"
"6943","Monocytes"
"6944","CD8+ T-cells"
"6945","CD4+ T-cells"
"6946","CD4+ T-cells"
"6947","B-cells"
"6948","B-cells"
"6949","CD8+ T-cells"
"6950","CD8+ T-cells"
"6951","CD4+ T-cells"
"6952","B-cells"
"6953","CD8+ T-cells"
"6954","CD8+ T-cells"
"6955","B-cells"
"6956","CD8+ T-cells"
"6957","CD8+ T-cells"
"6958","CD4+ T-cells"
"6959","CD8+ T-cells"
"6960","CD4+ T-cells"
"6961","CD4+ T-cells"
"6962","CD8+ T-cells"
"6963","CD8+ T-cells"
"6964","B-cells"
"6965","CD8+ T-cells"
"6966","CD4+ T-cells"
"6967","B-cells"
"6968","NK cells"
"6969","CD8+ T-cells"
"6970","CD4+ T-cells"
"6971","CD8+ T-cells"
"6972","CD8+ T-cells"
"6973","B-cells"
"6974","CD8+ T-cells"
"6975","CD8+ T-cells"
"6976","B-cells"
"6977","CD8+ T-cells"
"6978","B-cells"
"6979","B-cells"
"6980","B-cells"
"6981","Monocytes"
"6982","Monocytes"
"6983","Monocytes"
"6984","B-cells"
"6985","CD8+ T-cells"
"6986","CD4+ T-cells"
"6987","B-cells"
"6988","Monocytes"
"6989","CD8+ T-cells"
"6990","Monocytes"
"6991","CD8+ T-cells"
"6992","CD8+ T-cells"
"6993","CD8+ T-cells"
"6994","Monocytes"
"6995","CD8+ T-cells"
"6996","CD8+ T-cells"
"6997","CD8+ T-cells"
"6998","CD8+ T-cells"
"6999","CD8+ T-cells"
"7000","CD4+ T-cells"
"7001","CD8+ T-cells"
"7002","CD8+ T-cells"
"7003","NK cells"
"7004","Monocytes"
"7005","Monocytes"
"7006","Monocytes"
"7007","NK cells"
"7008","CD8+ T-cells"
"7009","B-cells"
"7010","Monocytes"
"7011",NA
"7012","Monocytes"
"7013","Monocytes"
"7014","CD8+ T-cells"
"7015","CD4+ T-cells"
"7016","CD8+ T-cells"
"7017","CD8+ T-cells"
"7018","CD4+ T-cells"
"7019","CD8+ T-cells"
"7020","CD4+ T-cells"
"7021","CD8+ T-cells"
"7022","Monocytes"
"7023","CD8+ T-cells"
"7024","Monocytes"
"7025","CD4+ T-cells"
"7026","CD8+ T-cells"
"7027","CD8+ T-cells"
"7028","B-cells"
"7029","CD8+ T-cells"
"7030","B-cells"
"7031","CD8+ T-cells"
"7032","Monocytes"
"7033","CD8+ T-cells"
"7034","CD8+ T-cells"
"7035","CD8+ T-cells"
"7036","B-cells"
"7037","CD4+ T-cells"
"7038","Monocytes"
"7039","CD4+ T-cells"
"7040","B-cells"
"7041","CD8+ T-cells"
"7042","CD4+ T-cells"
"7043","CD4+ T-cells"
"7044","CD8+ T-cells"
"7045","Monocytes"
"7046","CD8+ T-cells"
"7047","Monocytes"
"7048","Monocytes"
"7049","CD8+ T-cells"
"7050","CD4+ T-cells"
"7051","Monocytes"
"7052","B-cells"
"7053","CD4+ T-cells"
"7054","CD4+ T-cells"
"7055","CD4+ T-cells"
"7056","B-cells"
"7057","CD8+ T-cells"
"7058","CD8+ T-cells"
"7059","CD8+ T-cells"
"7060","B-cells"
"7061","Monocytes"
"7062","B-cells"
"7063","Monocytes"
"7064","CD8+ T-cells"
"7065","CD8+ T-cells"
"7066","B-cells"
"7067","CD8+ T-cells"
"7068","CD4+ T-cells"
"7069","CD4+ T-cells"
"7070","CD8+ T-cells"
"7071","CD4+ T-cells"
"7072","CD8+ T-cells"
"7073","CD4+ T-cells"
"7074","B-cells"
"7075","CD8+ T-cells"
"7076","CD8+ T-cells"
"7077","CD4+ T-cells"
"7078","Monocytes"
"7079","Monocytes"
"7080","CD8+ T-cells"
"7081","Monocytes"
"7082","CD8+ T-cells"
"7083","CD8+ T-cells"
"7084","CD8+ T-cells"
"7085","B-cells"
"7086","CD8+ T-cells"
"7087","CD8+ T-cells"
"7088","CD8+ T-cells"
"7089","CD8+ T-cells"
"7090","B-cells"
"7091","CD4+ T-cells"
"7092","Monocytes"
"7093","CD4+ T-cells"
"7094","CD8+ T-cells"
"7095","CD4+ T-cells"
"7096","B-cells"
"7097","Monocytes"
"7098","CD4+ T-cells"
"7099","CD8+ T-cells"
"7100","CD8+ T-cells"
"7101","NK cells"
"7102","CD4+ T-cells"
"7103","CD4+ T-cells"
"7104","Monocytes"
"7105","CD8+ T-cells"
"7106","CD8+ T-cells"
"7107","B-cells"
"7108","B-cells"
"7109","Monocytes"
"7110","NK cells"
"7111","Monocytes"
"7112","B-cells"
"7113","Monocytes"
"7114","CD8+ T-cells"
"7115","B-cells"
"7116","CD4+ T-cells"
"7117","Monocytes"
"7118","CD4+ T-cells"
"7119","CD4+ T-cells"
"7120","CD4+ T-cells"
"7121","CD4+ T-cells"
"7122","CD8+ T-cells"
"7123","CD8+ T-cells"
"7124","CD4+ T-cells"
"7125","CD8+ T-cells"
"7126","CD4+ T-cells"
"7127","CD8+ T-cells"
"7128","CD8+ T-cells"
"7129","B-cells"
"7130","B-cells"
"7131","CD4+ T-cells"
"7132","B-cells"
"7133","CD8+ T-cells"
"7134","NK cells"
"7135","CD8+ T-cells"
"7136","CD4+ T-cells"
"7137","CD8+ T-cells"
"7138","B-cells"
"7139","CD8+ T-cells"
"7140","Monocytes"
"7141","CD4+ T-cells"
"7142","CD8+ T-cells"
"7143","Monocytes"
"7144","Monocytes"
"7145","Monocytes"
"7146","CD8+ T-cells"
"7147","CD4+ T-cells"
"7148","Monocytes"
"7149","B-cells"
"7150","CD8+ T-cells"
"7151","NK cells"
"7152","B-cells"
"7153","CD8+ T-cells"
"7154","B-cells"
"7155","Monocytes"
"7156","B-cells"
"7157","Monocytes"
"7158","CD8+ T-cells"
"7159","B-cells"
"7160","NK cells"
"7161","CD8+ T-cells"
"7162","B-cells"
"7163","NK cells"
"7164","CD8+ T-cells"
"7165","Monocytes"
"7166","Monocytes"
"7167","CD4+ T-cells"
"7168","B-cells"
"7169","CD8+ T-cells"
"7170","CD8+ T-cells"
"7171","CD8+ T-cells"
"7172","CD8+ T-cells"
"7173","CD8+ T-cells"
"7174","CD4+ T-cells"
"7175","Monocytes"
"7176","CD8+ T-cells"
"7177","CD8+ T-cells"
"7178","Monocytes"
"7179","CD8+ T-cells"
"7180","CD8+ T-cells"
"7181","B-cells"
"7182","CD8+ T-cells"
"7183","CD8+ T-cells"
"7184","CD4+ T-cells"
"7185","CD8+ T-cells"
"7186","CD8+ T-cells"
"7187","CD8+ T-cells"
"7188","CD4+ T-cells"
"7189","CD4+ T-cells"
"7190","CD8+ T-cells"
"7191","CD4+ T-cells"
"7192","CD8+ T-cells"
"7193","B-cells"
"7194","CD4+ T-cells"
"7195","CD8+ T-cells"
"7196","CD8+ T-cells"
"7197","CD4+ T-cells"
"7198","CD8+ T-cells"
"7199","B-cells"
"7200","CD8+ T-cells"
"7201","B-cells"
"7202","Monocytes"
"7203","Monocytes"
"7204","CD4+ T-cells"
"7205","Monocytes"
"7206","CD8+ T-cells"
"7207","CD4+ T-cells"
"7208","B-cells"
"7209","Monocytes"
"7210","CD8+ T-cells"
"7211","CD8+ T-cells"
"7212","CD4+ T-cells"
"7213","CD4+ T-cells"
"7214","CD8+ T-cells"
"7215","CD8+ T-cells"
"7216","B-cells"
"7217","CD8+ T-cells"
"7218","Monocytes"
"7219","Monocytes"
"7220","B-cells"
"7221","CD4+ T-cells"
"7222","B-cells"
"7223","CD4+ T-cells"
"7224","CD4+ T-cells"
"7225","CD4+ T-cells"
"7226","CD8+ T-cells"
"7227","CD8+ T-cells"
"7228","CD8+ T-cells"
"7229","CD8+ T-cells"
"7230","CD4+ T-cells"
"7231","CD4+ T-cells"
"7232","CD8+ T-cells"
"7233","B-cells"
"7234","Monocytes"
"7235","Monocytes"
"7236","CD8+ T-cells"
"7237","CD4+ T-cells"
"7238","NK cells"
"7239","CD8+ T-cells"
"7240","Monocytes"
"7241","CD4+ T-cells"
"7242","CD8+ T-cells"
"7243","CD8+ T-cells"
"7244","CD8+ T-cells"
"7245","B-cells"
"7246","CD8+ T-cells"
"7247","CD8+ T-cells"
"7248","Monocytes"
"7249","CD8+ T-cells"
"7250","NK cells"
"7251","Monocytes"
"7252","CD8+ T-cells"
"7253","NK cells"
"7254","CD8+ T-cells"
"7255","Monocytes"
"7256","Monocytes"
"7257","B-cells"
"7258","B-cells"
"7259","CD4+ T-cells"
"7260","CD8+ T-cells"
"7261","CD8+ T-cells"
"7262","NK cells"
"7263","Monocytes"
"7264","Monocytes"
"7265","CD4+ T-cells"
"7266","CD4+ T-cells"
"7267","CD8+ T-cells"
"7268","CD4+ T-cells"
"7269","CD8+ T-cells"
"7270","CD4+ T-cells"
"7271","CD8+ T-cells"
"7272","CD8+ T-cells"
"7273","CD8+ T-cells"
"7274","Monocytes"
"7275","CD4+ T-cells"
"7276","CD8+ T-cells"
"7277","CD8+ T-cells"
"7278","CD8+ T-cells"
"7279","Monocytes"
"7280","B-cells"
"7281","Monocytes"
"7282","CD8+ T-cells"
"7283","CD8+ T-cells"
"7284","CD8+ T-cells"
"7285","B-cells"
"7286","Monocytes"
"7287","CD4+ T-cells"
"7288","CD4+ T-cells"
"7289","CD8+ T-cells"
"7290","NK cells"
"7291","CD4+ T-cells"
"7292","CD4+ T-cells"
"7293","B-cells"
"7294","CD8+ T-cells"
"7295","B-cells"
"7296","CD8+ T-cells"
"7297","CD4+ T-cells"
"7298","CD8+ T-cells"
"7299","CD8+ T-cells"
"7300","CD4+ T-cells"
"7301","CD8+ T-cells"
"7302","Monocytes"
"7303","Monocytes"
"7304","Monocytes"
"7305","B-cells"
"7306","CD8+ T-cells"
"7307","CD8+ T-cells"
"7308","CD8+ T-cells"
"7309","CD4+ T-cells"
"7310","CD4+ T-cells"
"7311","CD8+ T-cells"
"7312","CD8+ T-cells"
"7313","B-cells"
"7314","B-cells"
"7315","B-cells"
"7316","CD8+ T-cells"
"7317","CD8+ T-cells"
"7318","CD4+ T-cells"
"7319","Monocytes"
"7320","CD8+ T-cells"
"7321","CD8+ T-cells"
"7322","Monocytes"
"7323","CD8+ T-cells"
"7324","B-cells"
"7325","B-cells"
"7326","CD8+ T-cells"
"7327","CD8+ T-cells"
"7328","CD4+ T-cells"
"7329","CD8+ T-cells"
"7330","CD8+ T-cells"
"7331","CD8+ T-cells"
"7332","Monocytes"
"7333","Monocytes"
"7334","CD4+ T-cells"
"7335","NK cells"
"7336","CD4+ T-cells"
"7337","CD4+ T-cells"
"7338","Monocytes"
"7339","B-cells"
"7340","Monocytes"
"7341","Monocytes"
"7342","CD8+ T-cells"
"7343","CD4+ T-cells"
"7344","CD8+ T-cells"
"7345","CD8+ T-cells"
"7346","Monocytes"
"7347","B-cells"
"7348","NK cells"
"7349","B-cells"
"7350","NK cells"
"7351","CD8+ T-cells"
"7352","B-cells"
"7353","CD8+ T-cells"
"7354","B-cells"
"7355","CD8+ T-cells"
"7356","CD4+ T-cells"
"7357","CD8+ T-cells"
"7358","CD8+ T-cells"
"7359","B-cells"
"7360","CD4+ T-cells"
"7361","NK cells"
"7362","Monocytes"
"7363","CD4+ T-cells"
"7364","B-cells"
"7365","CD8+ T-cells"
"7366","Monocytes"
"7367","CD4+ T-cells"
"7368","CD4+ T-cells"
"7369","Monocytes"
"7370","NK cells"
"7371","Monocytes"
"7372","CD4+ T-cells"
"7373","B-cells"
"7374","Monocytes"
"7375","CD8+ T-cells"
"7376","B-cells"
"7377","CD4+ T-cells"
"7378","B-cells"
"7379","Monocytes"
"7380","CD8+ T-cells"
"7381","CD4+ T-cells"
"7382","B-cells"
"7383","CD4+ T-cells"
"7384","NK cells"
"7385","CD8+ T-cells"
"7386","CD8+ T-cells"
"7387","CD8+ T-cells"
"7388","CD4+ T-cells"
"7389","CD4+ T-cells"
"7390","CD4+ T-cells"
"7391","Monocytes"
"7392","B-cells"
"7393","CD8+ T-cells"
"7394","Monocytes"
"7395","CD8+ T-cells"
"7396","Monocytes"
"7397","CD8+ T-cells"
"7398","B-cells"
"7399","Monocytes"
"7400","CD8+ T-cells"
"7401","CD8+ T-cells"
"7402",NA
"7403","B-cells"
"7404","B-cells"
"7405","CD8+ T-cells"
"7406","CD4+ T-cells"
"7407","CD4+ T-cells"
"7408","Monocytes"
"7409","CD8+ T-cells"
"7410","B-cells"
"7411","CD8+ T-cells"
"7412","CD8+ T-cells"
"7413","CD4+ T-cells"
"7414","CD8+ T-cells"
"7415","CD8+ T-cells"
"7416","Monocytes"
"7417","B-cells"
"7418","Monocytes"
"7419","CD4+ T-cells"
"7420","B-cells"
"7421","CD8+ T-cells"
"7422","CD8+ T-cells"
"7423","CD8+ T-cells"
"7424","CD8+ T-cells"
"7425","CD8+ T-cells"
"7426","CD8+ T-cells"
"7427","CD4+ T-cells"
"7428","Monocytes"
"7429","CD8+ T-cells"
"7430","Monocytes"
"7431","B-cells"
"7432","CD8+ T-cells"
"7433","Monocytes"
"7434","CD4+ T-cells"
"7435","CD8+ T-cells"
"7436","CD8+ T-cells"
"7437","B-cells"
"7438","B-cells"
"7439","B-cells"
"7440","Monocytes"
"7441","B-cells"
"7442","CD4+ T-cells"
"7443","CD8+ T-cells"
"7444","CD8+ T-cells"
"7445","CD8+ T-cells"
"7446","CD4+ T-cells"
"7447","NK cells"
"7448","B-cells"
"7449","Monocytes"
"7450","Monocytes"
"7451","CD8+ T-cells"
"7452","CD8+ T-cells"
"7453","Monocytes"
"7454","CD8+ T-cells"
"7455","CD8+ T-cells"
"7456","Monocytes"
"7457","CD8+ T-cells"
"7458","CD4+ T-cells"
"7459","Monocytes"
"7460","CD8+ T-cells"
"7461","Monocytes"
"7462","CD4+ T-cells"
"7463","CD8+ T-cells"
"7464","CD4+ T-cells"
"7465","CD8+ T-cells"
"7466","B-cells"
"7467","CD8+ T-cells"
"7468","Monocytes"
"7469","CD4+ T-cells"
"7470","CD4+ T-cells"
"7471","CD8+ T-cells"
"7472","CD8+ T-cells"
"7473","CD8+ T-cells"
"7474","Monocytes"
"7475","CD8+ T-cells"
"7476","CD8+ T-cells"
"7477","CD8+ T-cells"
"7478","Monocytes"
"7479","CD8+ T-cells"
"7480","CD8+ T-cells"
